occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,protected,cx_int_no,formation,stratgroup,member,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,occurrence_comments,authorizer_no,enterer_no,modifier_no,authorizer,enterer,modifier,created,modified,paleomodel,paleolng,paleolat,geoplate
219971,occ,,,22648,Diplodocus longus,species,52920,,Diplodocus longus,,species,52920,Kimmeridgian,Tithonian,157.3,145,13100,-106.048615,42.017776,US,Wyoming,Albany,unpublished field data,seconds,outcrop,"coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming",,41,Morrison,,Lake Como,Morrison,,Lake Como,bed,,,,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,coarse channel fill,,"ETE sed env 1: fluvial, ETE sed env 2: channel ETE event: ., ETE env comment: 0; channel in moderately drained floodplain","AMNH 493, 516, 608, 655",24,24,14,A. Behrensmeyer,A. Behrensmeyer,M. Carrano,2002-07-10 20:49:32,2017-10-12 14:45:47,gp_mid,-40.44,28.7,101
219972,occ,12456,,22648,Morosaurus sp.,genus,52968,subjective synonym of,Camarasaurus,,genus,38697,Kimmeridgian,Tithonian,157.3,145,13100,-106.048615,42.017776,US,Wyoming,Albany,unpublished field data,seconds,outcrop,"coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming",,41,Morrison,,Lake Como,Morrison,,Lake Como,bed,,,,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,coarse channel fill,,"ETE sed env 1: fluvial, ETE sed env 2: channel ETE event: ., ETE env comment: 0; channel in moderately drained floodplain","AMNH 690, 823",24,14,14,A. Behrensmeyer,M. Carrano,M. Carrano,2005-04-06 14:02:26,2005-04-06 16:02:56,gp_mid,-40.44,28.7,101
219973,occ,12664,,22648,Stegosaurus stenops,species,56491,,Stegosaurus stenops,,species,56491,Kimmeridgian,Tithonian,157.3,145,58803,-106.048615,42.017776,US,Wyoming,Albany,unpublished field data,seconds,outcrop,"coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming",,41,Morrison,,Lake Como,Morrison,,Lake Como,bed,,,,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,coarse channel fill,,"ETE sed env 1: fluvial, ETE sed env 2: channel ETE event: ., ETE env comment: 0; channel in moderately drained floodplain",,14,14,14,M. Carrano,M. Carrano,M. Carrano,2005-04-20 8:28:41,2016-04-08 16:17:48,gp_mid,-40.44,28.7,101
219974,occ,12665,,22648,Apatosaurus excelsus,species,56547,recombined as,Brontosaurus excelsus,,species,52982,Kimmeridgian,Tithonian,157.3,145,13281,-106.048615,42.017776,US,Wyoming,Albany,unpublished field data,seconds,outcrop,"coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming",,41,Morrison,,Lake Como,Morrison,,Lake Como,bed,,,,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,coarse channel fill,,"ETE sed env 1: fluvial, ETE sed env 2: channel ETE event: ., ETE env comment: 0; channel in moderately drained floodplain",,14,14,14,M. Carrano,M. Carrano,M. Carrano,2005-04-20 8:28:41,2005-04-20 10:28:41,gp_mid,-40.44,28.7,101
219975,occ,,,22648,Creosaurus atrox,species,52970,subjective synonym of,Allosaurus fragilis,,species,52962,Kimmeridgian,Tithonian,157.3,145,13098,-106.048615,42.017776,US,Wyoming,Albany,unpublished field data,seconds,outcrop,"coordinates from K. Carpenter (pers. comm. to M. Carrano). at the head of a draw, near the Medicine Bow River in S-central Wyoming",,41,Morrison,,Lake Como,Morrison,,Lake Como,bed,,,,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,"ETE rock type adj: ""whte,brn,gray"", ETE lithology comments: ""crse,clastic+snd lens""",sandstone,"lenticular,coarse,intraclastic,brown,gray,white",,,Y,,,,,,coarse channel fill,,"ETE sed env 1: fluvial, ETE sed env 2: channel ETE event: ., ETE env comment: 0; channel in moderately drained floodplain","AMNH FR 290, 324",24,24,14,A. Behrensmeyer,A. Behrensmeyer,M. Carrano,2002-07-10 20:49:32,2012-01-23 16:13:58,gp_mid,-40.44,28.7,101
219978,occ,15652,,22650,Diplodocidae indet.,unranked clade,38664,,Diplodocidae,,unranked clade,38664,Late Kimmeridgian,,155.7,150.8,15179,-108.120003,43.380001,US,Wyoming,Hot Springs,based on nearby landmark,4,outcrop,"both Sauropod (S) and Beside Sauropods (BS) quarries are directly adjacent and in the same layer, so are here combined as one collection. Bones from different individuals are mixed throughout.",FED,41,Morrison,,,Morrison,,,bed,,,,,,,,originally entered as Cloverly (Aptian-Albian) but later abstract says Morrison; quarry has been placed just below the Kimm-Tith boundary,"""dark green or gray mudstone, containing abundant illite...Very hard silty carbonate nodules are fairly common in the upper half of the bone layer...In the lower layer of the bone bed abundant lignite fragments are present.""",mudstone,"nodular,gray,green",,calcareous,Y,,,,,,"""dark green or gray mudstone, containing abundant illite...Very hard silty carbonate nodules are fairly common in the upper half of the bone layer...In the lower layer of the bone bed abundant lignite fragments are present.""",mudstone,"nodular,gray,green",,calcareous,Y,,,,,,wet floodplain,,poorly drained floodplain,,14,14,0,M. Carrano,M. Carrano,,2005-12-29 14:23:37,2005-12-29 16:23:37,gp_mid,-40.87,30.53,101
219979,occ,31060,,22650,Apatosaurinae indet. informal,unranked clade,319101,,Apatosaurinae,,unranked clade,66543,Late Kimmeridgian,,155.7,150.8,55026,-108.120003,43.380001,US,Wyoming,Hot Springs,based on nearby landmark,4,outcrop,"both Sauropod (S) and Beside Sauropods (BS) quarries are directly adjacent and in the same layer, so are here combined as one collection. Bones from different individuals are mixed throughout.",FED,41,Morrison,,,Morrison,,,bed,,,,,,,,originally entered as Cloverly (Aptian-Albian) but later abstract says Morrison; quarry has been placed just below the Kimm-Tith boundary,"""dark green or gray mudstone, containing abundant illite...Very hard silty carbonate nodules are fairly common in the upper half of the bone layer...In the lower layer of the bone bed abundant lignite fragments are present.""",mudstone,"nodular,gray,green",,calcareous,Y,,,,,,"""dark green or gray mudstone, containing abundant illite...Very hard silty carbonate nodules are fairly common in the upper half of the bone layer...In the lower layer of the bone bed abundant lignite fragments are present.""",mudstone,"nodular,gray,green",,calcareous,Y,,,,,,wet floodplain,,poorly drained floodplain,NSMT-PV 20375,435,435,14,P. Mannion,P. Mannion,M. Carrano,2015-04-14 5:58:48,2018-04-04 17:12:33,gp_mid,-40.87,30.53,101
219980,occ,18816,,22650,Camarasaurus lentus,species,71837,,Camarasaurus lentus,,species,63764,Late Kimmeridgian,,155.7,150.8,19566,-108.120003,43.380001,US,Wyoming,Hot Springs,based on nearby landmark,4,outcrop,"both Sauropod (S) and Beside Sauropods (BS) quarries are directly adjacent and in the same layer, so are here combined as one collection. Bones from different individuals are mixed throughout.",FED,41,Morrison,,,Morrison,,,bed,,,,,,,,originally entered as Cloverly (Aptian-Albian) but later abstract says Morrison; quarry has been placed just below the Kimm-Tith boundary,"""dark green or gray mudstone, containing abundant illite...Very hard silty carbonate nodules are fairly common in the upper half of the bone layer...In the lower layer of the bone bed abundant lignite fragments are present.""",mudstone,"nodular,gray,green",,calcareous,Y,,,,,,"""dark green or gray mudstone, containing abundant illite...Very hard silty carbonate nodules are fairly common in the upper half of the bone layer...In the lower layer of the bone bed abundant lignite fragments are present.""",mudstone,"nodular,gray,green",,calcareous,Y,,,,,,wet floodplain,,poorly drained floodplain,WDC B,14,14,0,M. Carrano,M. Carrano,,2007-01-03 8:04:27,2007-01-03 10:04:27,gp_mid,-40.87,30.53,101
220033,occ,,,22663,Syntarsus rhodesiensis,species,55541,recombined as,Coelophysis rhodesiensis,,species,55541,Hettangian,Sinemurian,201.3,190.8,5925,30.1,-16.216667,ZW,Matabeleland North,Nyamandhlovu,stated in text,minutes,outcrop,Zambezi Valley,,43,Forest Sandstone,,,Forest Sandstone,,,bed,,,,,,,,"ETE dating method: time_unit, ETE age comment: . radiometric intage_max, radiometric intage_min","""fine-grained, pale, buff-coloured""",sandstone,"fine,yellow",,,Y,,,,,,"""fine-grained, pale, buff-coloured""",sandstone,"fine,yellow",,,Y,,,,,,fluvial indet.,,"ETE sed env 1: fluvial, ETE sed env 2: . ETE event: ., ETE env comment: 0","juvenile pelvis, hind limbs",24,24,14,A. Behrensmeyer,A. Behrensmeyer,M. Carrano,2002-07-10 20:49:32,2006-04-27 8:57:06,gp_mid,23.36,-31.64,701
220038,occ,13231,,22665,Kotasaurus yamanpalliensis,species,66498,,Kotasaurus yamanpalliensis,,species,66498,Sinemurian,Pliensbachian,199.3,182.7,43786,79.845581,19.106924,IN,Andhra Pradesh,,estimated from map,6,outcrop,"Yamanapalli (= Yemanapally), in Pranhita-Godavari Valley",,43,Kota,Gondwana,Lower,Kota,Gondwana,Lower,bed,,,,,,,,"ETE dating method: time_unit, ETE age comment: . radiometric intage_max, radiometric intage_min\r\n\r\n""On the basis of fishes, the Kota Formation has long been considered to be of Liassic age (King 1881; Robinson 1970). However, several workers noticed the similarity of Kota fishes with the European Toarcian fishes (Schaeffer and Patterson 1984). Patterson and Owen (1991) suggested that the major marine transgression during the Toarcian might have been instrumental for the invasion of the European Liassic fishes in the circumtethyean continents including parts of Indian subcontinent. Recovery of Darwinula, an early Middle Jurassic ostracod, led Govindan (1975) to suggest a Middle Jurassic age for the Kota Formation. Analysing the faunas of the underlying Dharmaram Formation and of the lower and upper units of the Kota Formation and comparing them with faunas from coeval horizons, Bandyopadhyay and Roychowdhury (1996) and Bandyopadhyay and Sengupta (2006) suggested that the Lower Kota Formation has an age ranging from Sinemurian to Pliensbachian, while the age of the upper Kota is Toarcian and may even be extended to Middle Jurassic (?Aalenian)."" (Bandyopadhyay et al. 2010)","ETE rock type adj: 0, ETE lithology comments:; ""current-bedded sandstones and clays""\r\n""The clay horizon bearing the fossils overlies the cross-bedded sandstone, and is itself overlaid by thin bands of limestone intercalated with marls"" (Yadagiri 2001)",claystone,lenticular,,,,sandstone,current ripples,,,Y,"ETE rock type adj: 0, ETE lithology comments:; ""current-bedded sandstones and clays""\r\n""The clay horizon bearing the fossils overlies the cross-bedded sandstone, and is itself overlaid by thin bands of limestone intercalated with marls"" (Yadagiri 2001)",claystone,lenticular,,,,sandstone,current ripples,,,Y,coarse channel fill,,"ETE sed env 1: fluvial, ETE sed env 2: . ETE event: ., ETE env comment: log_jam",ETE occurrence; species: Saurischia [incorrect],14,14,327,M. Carrano,M. Carrano,R. Butler,2005-06-30 10:15:58,2012-12-06 2:27:26,gp_mid,47.05,-25.43,501
220055,occ,,,22678,Diplodocus sp.,genus,38669,,Diplodocus,,genus,38669,Late Kimmeridgian,Tithonian,155.7,145,5760,-108.199997,43.630001,US,Wyoming,Hot Spings,based on nearby landmark,4,outcrop,"name originally given as ""RB"" but should be ""BB""",,41,Morrison,,,Morrison,,,group of beds,,,,,,,,seven fossiliferous layers,,"""siliciclastic""",,,,Y,,,,,,,"""siliciclastic""",,,,Y,,,,,,crevasse splay,,,,24,24,14,A. Behrensmeyer,A. Behrensmeyer,M. Carrano,2002-07-10 20:49:32,2014-02-24 13:38:27,gp_mid,-41.97,30.69,101
220056,occ,29729,,22678,Camarasaurus sp.,genus,38697,,Camarasaurus,,genus,38697,Late Kimmeridgian,Tithonian,155.7,145,5760,-108.199997,43.630001,US,Wyoming,Hot Spings,based on nearby landmark,4,outcrop,"name originally given as ""RB"" but should be ""BB""",,41,Morrison,,,Morrison,,,group of beds,,,,,,,,seven fossiliferous layers,,"""siliciclastic""",,,,Y,,,,,,,"""siliciclastic""",,,,Y,,,,,,crevasse splay,,,,14,14,14,M. Carrano,M. Carrano,M. Carrano,2014-02-24 13:38:15,2014-02-24 13:38:27,gp_mid,-41.97,30.69,101
220057,occ,,,22678,Stegosaurus sp.,genus,38814,,Stegosaurus,,genus,38814,Late Kimmeridgian,Tithonian,155.7,145,5760,-108.199997,43.630001,US,Wyoming,Hot Spings,based on nearby landmark,4,outcrop,"name originally given as ""RB"" but should be ""BB""",,41,Morrison,,,Morrison,,,group of beds,,,,,,,,seven fossiliferous layers,,"""siliciclastic""",,,,Y,,,,,,,"""siliciclastic""",,,,Y,,,,,,crevasse splay,,,,24,24,14,A. Behrensmeyer,A. Behrensmeyer,M. Carrano,2002-07-10 20:49:32,2014-02-24 13:38:27,gp_mid,-41.97,30.69,101
220058,occ,,,22678,Allosaurus sp.,genus,38590,,Allosaurus,,genus,38590,Late Kimmeridgian,Tithonian,155.7,145,5760,-108.199997,43.630001,US,Wyoming,Hot Spings,based on nearby landmark,4,outcrop,"name originally given as ""RB"" but should be ""BB""",,41,Morrison,,,Morrison,,,group of beds,,,,,,,,seven fossiliferous layers,,"""siliciclastic""",,,,Y,,,,,,,"""siliciclastic""",,,,Y,,,,,,crevasse splay,,,,24,24,14,A. Behrensmeyer,A. Behrensmeyer,M. Carrano,2002-07-10 20:49:32,2014-02-24 13:38:27,gp_mid,-41.97,30.69,101
220059,occ,,,22678,Camptosaurus sp.,genus,38748,,Camptosaurus,,genus,38748,Late Kimmeridgian,Tithonian,155.7,145,5760,-108.199997,43.630001,US,Wyoming,Hot Spings,based on nearby landmark,4,outcrop,"name originally given as ""RB"" but should be ""BB""",,41,Morrison,,,Morrison,,,group of beds,,,,,,,,seven fossiliferous layers,,"""siliciclastic""",,,,Y,,,,,,,"""siliciclastic""",,,,Y,,,,,,crevasse splay,,,,24,24,14,A. Behrensmeyer,A. Behrensmeyer,M. Carrano,2002-07-10 20:49:32,2014-02-24 13:38:27,gp_mid,-41.97,30.69,101
220060,occ,,,22678,Barosaurus sp.,genus,38666,,Barosaurus,,genus,38666,Late Kimmeridgian,Tithonian,155.7,145,5760,-108.199997,43.630001,US,Wyoming,Hot Spings,based on nearby landmark,4,outcrop,"name originally given as ""RB"" but should be ""BB""",,41,Morrison,,,Morrison,,,group of beds,,,,,,,,seven fossiliferous layers,,"""siliciclastic""",,,,Y,,,,,,,"""siliciclastic""",,,,Y,,,,,,crevasse splay,,,,24,24,14,A. Behrensmeyer,A. Behrensmeyer,M. Carrano,2002-07-10 20:49:32,2014-02-24 13:38:27,gp_mid,-41.97,30.69,101
220162,occ,,,22711,Allosaurus sp.,genus,38590,,Allosaurus,,genus,38590,Tithonian,,152.1,145,15179,-109.205833,40.423611,US,Utah,Uintah,estimated from map,seconds,small collection,northern part of Dinosaur National Monument,FED,124,Morrison,,Brushy Basin,Morrison,,Brushy Basin,bed,,,,,,,,"upper part of member, ""zone 6""","""mud slurry deposit""",mudstone,,,,Y,,,,,,"""mud slurry deposit""",mudstone,,,,Y,,,,,,crevasse splay,,"""poorly drained floodplain""",,24,24,14,A. Behrensmeyer,A. Behrensmeyer,M. Carrano,2002-07-10 20:49:32,2011-11-10 13:30:29,gp_mid,,,coordinates not computable using this model
220163,occ,,,22711,Diplodocus sp.,genus,38669,,Diplodocus,,genus,38669,Tithonian,,152.1,145,15179,-109.205833,40.423611,US,Utah,Uintah,estimated from map,seconds,small collection,northern part of Dinosaur National Monument,FED,124,Morrison,,Brushy Basin,Morrison,,Brushy Basin,bed,,,,,,,,"upper part of member, ""zone 6""","""mud slurry deposit""",mudstone,,,,Y,,,,,,"""mud slurry deposit""",mudstone,,,,Y,,,,,,crevasse splay,,"""poorly drained floodplain""",,24,24,14,A. Behrensmeyer,A. Behrensmeyer,M. Carrano,2002-07-10 20:49:32,2011-11-10 13:30:29,gp_mid,,,coordinates not computable using this model
220164,occ,,,22711,Stegosaurus sp.,genus,38814,,Stegosaurus,,genus,38814,Tithonian,,152.1,145,15179,-109.205833,40.423611,US,Utah,Uintah,estimated from map,seconds,small collection,northern part of Dinosaur National Monument,FED,124,Morrison,,Brushy Basin,Morrison,,Brushy Basin,bed,,,,,,,,"upper part of member, ""zone 6""","""mud slurry deposit""",mudstone,,,,Y,,,,,,"""mud slurry deposit""",mudstone,,,,Y,,,,,,crevasse splay,,"""poorly drained floodplain""",,24,24,14,A. Behrensmeyer,A. Behrensmeyer,M. Carrano,2002-07-10 20:49:32,2011-11-10 13:30:29,gp_mid,,,coordinates not computable using this model
